Age,Gender,Smoker,Exercise_Freq,Diet_Quality,Alcohol_Consumption
21,Female,No,3-5 times/week,Excellent,Moderate
53,Other,Yes,1-2 times/week,Excellent,None
23,Other,Yes,1-2 times/week,Excellent,Moderate
48,Female,No,1-2 times/week,Excellent,Moderate
36,Male,No,1-2 times/week,Excellent,High
61,Female,No,1-2 times/week,Poor,Low
56,Male,No,3-5 times/week,Good,Low
44,Male,Yes,3-5 times/week,Poor,Moderate
27,Female,No,1-2 times/week,Poor,None
43,Male,No,Daily,Poor,High
36,Male,No,1-2 times/week,Poor,High
56,Female,Yes,3-5 times/week,Good,Low
20,Female,Yes,3-5 times/week,Good,High
62,Female,No,1-2 times/week,Poor,High
30,Male,No,None,Excellent,High
67,Other,No,Daily,Good,Moderate
45,Male,No,1-2 times/week,Good,Low
37,Other,No,3-5 times/week,Poor,Low
45,Female,Yes,Daily,Excellent,None
25,Other,Yes,None,Excellent,Moderate
58,Female,No,Daily,Poor,High
56,Female,No,1-2 times/week,Poor,Moderate
18,Other,No,3-5 times/week,Good,High
20,Female,Yes,3-5 times/week,Good,High
30,Other,No,3-5 times/week,Average,None
45,Female,No,Daily,Average,None
66,Male,No,1-2 times/week,Poor,None
42,Male,No,1-2 times/week,Average,High
50,Female,No,Daily,Excellent,High
55,Female,No,Daily,Excellent,Moderate
23,Other,No,None,Excellent,Low
61,Male,No,3-5 times/week,Good,High
62,Other,No,Daily,Average,Moderate
49,Female,Yes,3-5 times/week,Average,Moderate
62,Female,No,None,Poor,High
64,Other,No,1-2 times/week,Good,High
38,Female,No,3-5 times/week,Good,None
33,Male,Yes,Daily,Good,None
38,Other,No,Daily,Excellent,None
28,Male,Yes,None,Good,Moderate
54,Male,Yes,3-5 times/week,Average,None
53,Male,No,1-2 times/week,Poor,High
52,Other,No,1-2 times/week,Average,None
36,Female,No,Daily,Good,High
37,Male,No,None,Poor,High
35,Male,Yes,Daily,Excellent,Low
64,Male,No,Daily,Poor,Low
58,Female,Yes,Daily,Good,None
66,Female,No,Daily,Good,High
31,Other,No,None,Poor,Low
32,Female,No,Daily,Good,Moderate
48,Other,No,3-5 times/week,Good,Low
18,Other,No,Daily,Good,None
20,Other,No,Daily,Good,Moderate
33,Other,No,1-2 times/week,Poor,Moderate
40,Other,Yes,1-2 times/week,Poor,High
28,Male,No,None,Average,High
29,Female,No,None,Excellent,High
27,Male,No,3-5 times/week,Excellent,High
49,Other,Yes,Daily,Average,Low
33,Female,Yes,1-2 times/week,Poor,None
25,Male,No,3-5 times/week,Average,None
55,Male,No,3-5 times/week,Good,High
29,Other,No,None,Good,Low
41,Male,Yes,1-2 times/week,Excellent,Low
45,Male,Yes,Daily,Poor,Low
25,Male,No,None,Excellent,None
45,Male,No,3-5 times/week,Average,High
53,Male,No,3-5 times/week,Excellent,Low
43,Other,Yes,1-2 times/week,Excellent,Low
25,Other,No,1-2 times/week,Good,High
67,Male,No,Daily,Excellent,Low
45,Other,No,1-2 times/week,Average,None
45,Other,Yes,1-2 times/week,Poor,Moderate
54,Female,No,None,Excellent,None
58,Male,No,None,Poor,High
53,Other,No,Daily,Average,High
44,Other,No,None,Excellent,None
34,Male,No,Daily,Poor,Moderate
26,Female,No,None,Good,High
50,Male,No,3-5 times/week,Good,High
37,Female,No,None,Average,None
30,Male,No,Daily,Excellent,Moderate
45,Male,No,None,Average,Moderate
65,Male,No,1-2 times/week,Poor,Moderate
46,Male,No,3-5 times/week,Poor,High
30,Female,No,None,Average,Moderate
63,Female,Yes,3-5 times/week,Poor,None
52,Other,No,3-5 times/week,Average,High
23,Male,No,3-5 times/week,Average,Moderate
35,Female,No,3-5 times/week,Good,Low
68,Female,No,1-2 times/week,Poor,Moderate
22,Female,No,1-2 times/week,Average,Moderate
64,Male,Yes,Daily,Good,High
42,Other,No,Daily,Average,None
19,Female,No,Daily,Poor,Low
27,Male,No,Daily,Good,High
47,Female,No,3-5 times/week,Poor,Moderate
67,Female,Yes,3-5 times/week,Excellent,High
62,Other,Yes,3-5 times/week,Excellent,High
22,Female,No,1-2 times/week,Excellent,Low
50,Female,No,1-2 times/week,Excellent,Moderate
18,Male,No,3-5 times/week,Good,High
35,Male,No,3-5 times/week,Poor,None
49,Other,No,3-5 times/week,Average,Low
64,Male,Yes,3-5 times/week,Average,High
66,Male,No,1-2 times/week,Average,Low
28,Other,No,None,Poor,High
38,Female,No,Daily,Good,High
43,Other,Yes,Daily,Poor,High
42,Male,No,None,Excellent,None
39,Other,No,1-2 times/week,Average,None
44,Female,Yes,1-2 times/week,Poor,None
66,Other,No,None,Excellent,High
30,Male,No,Daily,Excellent,None
50,Male,Yes,Daily,Good,Low
51,Other,No,None,Average,None
58,Female,Yes,None,Poor,Low
52,Other,No,3-5 times/week,Excellent,Moderate
18,Female,No,None,Excellent,Moderate
38,Female,No,None,Average,None
65,Other,No,Daily,Poor,None
23,Female,Yes,3-5 times/week,Poor,Low
45,Male,No,3-5 times/week,Average,High
34,Other,Yes,Daily,Excellent,Low
22,Female,No,Daily,Good,Moderate
48,Male,No,1-2 times/week,Average,High
22,Other,No,3-5 times/week,Excellent,Low
55,Male,Yes,None,Good,None
20,Male,Yes,3-5 times/week,Average,Moderate
40,Male,No,1-2 times/week,Average,Moderate
54,Female,Yes,None,Excellent,None
54,Other,No,1-2 times/week,Average,Low
27,Other,Yes,Daily,Poor,None
27,Female,No,1-2 times/week,Poor,Low
36,Other,No,Daily,Good,Moderate
34,Male,No,1-2 times/week,Average,None
38,Other,No,Daily,Poor,Moderate
31,Female,No,3-5 times/week,Excellent,Moderate
26,Male,Yes,Daily,Excellent,High
63,Female,No,3-5 times/week,Excellent,None
18,Male,Yes,Daily,Poor,Moderate
68,Male,No,1-2 times/week,Average,Low
62,Other,No,1-2 times/week,Average,None
30,Male,Yes,1-2 times/week,Average,Low
21,Female,No,Daily,Good,Low
18,Other,Yes,Daily,Average,Low
66,Female,No,1-2 times/week,Poor,None
57,Male,No,3-5 times/week,Poor,Low
49,Female,Yes,Daily,Average,None
51,Female,No,3-5 times/week,Excellent,High
45,Male,No,Daily,Good,Low
48,Other,No,1-2 times/week,Good,None
25,Female,Yes,3-5 times/week,Poor,Low
56,Male,No,None,Good,Moderate
43,Other,No,Daily,Excellent,Low
51,Other,No,3-5 times/week,Average,Moderate
20,Other,Yes,1-2 times/week,Good,Moderate
67,Female,No,3-5 times/week,Good,Low
29,Female,Yes,None,Poor,Low
18,Female,No,None,Excellent,Moderate
61,Other,No,3-5 times/week,Poor,High
22,Female,No,None,Poor,None
47,Male,No,Daily,Good,Low
47,Female,No,None,Poor,Moderate
34,Female,No,3-5 times/week,Poor,None
65,Other,No,3-5 times/week,Good,Low
64,Female,No,Daily,Good,None
40,Male,No,Daily,Good,Moderate
32,Other,Yes,3-5 times/week,Average,Low
54,Male,Yes,1-2 times/week,Excellent,High
38,Other,Yes,Daily,Average,None
31,Other,No,1-2 times/week,Good,Low
19,Female,No,None,Excellent,None
28,Male,Yes,None,Poor,None
68,Other,No,Daily,Excellent,Low
56,Female,Yes,Daily,Good,Low
55,Other,No,3-5 times/week,Average,Low
51,Other,Yes,None,Excellent,Moderate
55,Other,No,Daily,Poor,Low
67,Other,Yes,3-5 times/week,Average,None
51,Other,No,1-2 times/week,Average,Low
35,Other,Yes,3-5 times/week,Average,Moderate
47,Female,No,None,Average,Moderate
32,Other,No,3-5 times/week,Poor,Low
44,Male,No,3-5 times/week,Good,None
68,Female,Yes,Daily,Poor,Moderate
51,Male,No,3-5 times/week,Good,None
69,Other,No,None,Good,High
55,Male,No,3-5 times/week,Excellent,Moderate
50,Other,No,3-5 times/week,Poor,High
41,Other,No,None,Good,Moderate
32,Female,No,1-2 times/week,Poor,None
47,Female,No,1-2 times/week,Poor,High
59,Other,Yes,None,Good,None
68,Female,No,1-2 times/week,Good,Moderate
34,Male,Yes,3-5 times/week,Average,None
22,Female,Yes,Daily,Excellent,High
46,Female,Yes,None,Good,Low
21,Male,Yes,3-5 times/week,Good,Low
27,Female,No,Daily,Good,Moderate
34,Other,No,3-5 times/week,Excellent,Low
27,Male,No,None,Poor,Moderate
34,Other,No,3-5 times/week,Average,None
37,Male,Yes,None,Average,None
41,Other,Yes,3-5 times/week,Poor,High
22,Other,No,Daily,Excellent,High
51,Female,No,Daily,Excellent,Low
23,Other,No,Daily,Good,None
19,Female,No,1-2 times/week,Excellent,High
30,Male,No,3-5 times/week,Excellent,Low
60,Other,Yes,3-5 times/week,Good,Moderate
60,Other,No,Daily,Poor,High
65,Male,Yes,None,Average,High
28,Male,No,1-2 times/week,Poor,Low
68,Other,No,3-5 times/week,Poor,High
64,Male,No,3-5 times/week,Good,Low
40,Female,No,1-2 times/week,Poor,High
33,Male,Yes,1-2 times/week,Excellent,None
48,Male,No,Daily,Poor,None
28,Other,No,1-2 times/week,Poor,None
33,Female,Yes,Daily,Good,High
25,Male,No,1-2 times/week,Good,Low
21,Female,No,1-2 times/week,Average,None
57,Female,No,3-5 times/week,Excellent,Moderate
21,Female,No,Daily,Excellent,High
42,Other,No,1-2 times/week,Average,Low
20,Male,No,1-2 times/week,Average,High
49,Other,No,3-5 times/week,Good,Low
20,Male,No,None,Average,Low
44,Male,No,3-5 times/week,Poor,High
46,Other,Yes,Daily,Average,Moderate
49,Female,No,None,Poor,Moderate
67,Female,No,1-2 times/week,Average,High
68,Male,No,Daily,Good,None
36,Other,No,None,Excellent,None
38,Female,No,Daily,Poor,Low
22,Female,No,3-5 times/week,Excellent,None
35,Male,No,None,Poor,High
45,Male,No,None,Excellent,High
59,Other,No,None,Good,Moderate
39,Male,Yes,1-2 times/week,Poor,None
38,Female,Yes,3-5 times/week,Average,None
23,Female,No,None,Good,Low
18,Female,No,Daily,Excellent,High
22,Female,Yes,1-2 times/week,Poor,High
58,Other,No,3-5 times/week,Good,High
29,Other,Yes,3-5 times/week,Excellent,Moderate
43,Male,Yes,3-5 times/week,Poor,Moderate
63,Male,Yes,3-5 times/week,Poor,Moderate
51,Male,No,1-2 times/week,Good,High
66,Other,Yes,3-5 times/week,Excellent,High
31,Female,No,Daily,Excellent,None
43,Male,Yes,Daily,Poor,High
62,Female,No,Daily,Excellent,High
44,Male,No,None,Average,Moderate
26,Male,Yes,3-5 times/week,Average,None
43,Male,Yes,Daily,Poor,High
64,Male,No,3-5 times/week,Excellent,Low
39,Male,Yes,1-2 times/week,Poor,Moderate
64,Female,No,Daily,Average,Low
47,Male,No,None,Poor,None
60,Female,No,None,Poor,Moderate
65,Other,No,1-2 times/week,Good,None
34,Male,No,Daily,Good,High
43,Female,No,1-2 times/week,Average,Moderate
53,Other,No,None,Excellent,None
18,Other,No,None,Average,None
25,Other,No,3-5 times/week,Excellent,None
66,Female,Yes,1-2 times/week,Excellent,Low
52,Male,No,None,Good,Moderate
69,Male,No,Daily,Good,None
32,Female,No,Daily,Average,Moderate
64,Male,No,None,Average,High
39,Female,Yes,1-2 times/week,Average,High
31,Male,No,1-2 times/week,Good,None
43,Other,No,Daily,Good,Moderate
45,Male,No,None,Poor,None
40,Female,No,Daily,Average,None
31,Female,No,1-2 times/week,Poor,Low
41,Other,No,None,Excellent,Moderate
19,Female,No,Daily,Average,Low
62,Male,No,None,Good,None
43,Male,Yes,3-5 times/week,Average,Low
31,Other,No,Daily,Average,Low
68,Female,Yes,Daily,Good,Low
24,Other,No,3-5 times/week,Good,High
20,Male,No,1-2 times/week,Excellent,High
64,Other,No,Daily,Average,Low
40,Female,No,Daily,Average,Moderate
63,Other,No,1-2 times/week,Average,High
60,Female,Yes,None,Average,Low
64,Female,Yes,3-5 times/week,Excellent,None
62,Male,No,1-2 times/week,Average,High
35,Male,No,None,Excellent,None
55,Male,No,3-5 times/week,Excellent,Low
52,Female,No,None,Good,Low
68,Other,No,Daily,Average,Low
32,Female,No,3-5 times/week,Good,None
42,Male,No,None,Excellent,High
54,Male,No,3-5 times/week,Poor,Low
45,Other,No,None,Poor,Moderate
27,Male,No,None,Average,Low
56,Male,No,Daily,Poor,High
34,Male,No,1-2 times/week,Good,High
56,Other,No,3-5 times/week,Poor,Moderate
39,Female,No,Daily,Poor,Low
43,Male,No,3-5 times/week,Excellent,High
61,Other,No,1-2 times/week,Good,High
42,Male,No,Daily,Average,High
34,Other,Yes,1-2 times/week,Good,None
30,Male,No,Daily,Good,High
37,Other,No,Daily,Average,High
42,Male,No,Daily,Good,None
21,Female,No,Daily,Excellent,Low
27,Male,No,None,Average,Moderate
20,Other,No,3-5 times/week,Excellent,None
58,Male,No,None,Good,None
62,Female,No,None,Poor,None
35,Male,No,None,Average,High
64,Other,Yes,Daily,Average,Low
53,Other,No,Daily,Poor,Low
64,Female,No,1-2 times/week,Poor,Low
39,Other,No,3-5 times/week,Average,Moderate
51,Male,No,1-2 times/week,Poor,Low
64,Male,No,1-2 times/week,Excellent,Moderate
25,Male,No,3-5 times/week,Good,High
57,Other,Yes,3-5 times/week,Excellent,Low
66,Male,No,1-2 times/week,Good,Moderate
61,Male,Yes,1-2 times/week,Good,High
36,Male,No,1-2 times/week,Poor,High
59,Female,No,Daily,Poor,Moderate
58,Other,Yes,3-5 times/week,Excellent,High
54,Other,Yes,3-5 times/week,Poor,High
23,Other,No,None,Excellent,Low
69,Female,No,Daily,Average,Moderate
43,Other,Yes,Daily,Excellent,High
51,Female,No,3-5 times/week,Good,None
62,Female,No,Daily,Average,None
23,Other,No,1-2 times/week,Excellent,High
54,Male,No,3-5 times/week,Excellent,Low
50,Male,No,3-5 times/week,Average,None
39,Other,Yes,Daily,Average,Low
38,Other,Yes,3-5 times/week,Good,High
23,Female,No,Daily,Good,Moderate
23,Other,Yes,Daily,Good,High
65,Female,No,Daily,Poor,High
21,Other,Yes,1-2 times/week,Good,None
47,Male,Yes,Daily,Poor,Moderate
28,Male,Yes,Daily,Excellent,Low
47,Other,No,None,Excellent,Low
48,Female,No,None,Excellent,Moderate
41,Male,Yes,1-2 times/week,Poor,Low
26,Female,No,1-2 times/week,Excellent,None
20,Other,No,Daily,Excellent,High
68,Other,No,None,Poor,Low
48,Male,Yes,1-2 times/week,Good,None
57,Other,Yes,3-5 times/week,Good,Low
54,Male,No,3-5 times/week,Good,None
53,Female,No,Daily,Good,Low
41,Male,No,None,Average,Low
48,Male,No,3-5 times/week,Excellent,Moderate
23,Female,Yes,None,Good,Moderate
19,Male,No,1-2 times/week,Good,None
37,Male,No,None,Good,Moderate
45,Other,No,Daily,Good,High
28,Female,No,None,Good,Moderate
21,Male,No,3-5 times/week,Average,None
32,Female,No,None,Average,Moderate
23,Female,Yes,None,Poor,None
66,Male,Yes,None,Poor,High
47,Other,No,1-2 times/week,Good,None
55,Female,No,Daily,Poor,None
68,Male,Yes,3-5 times/week,Average,High
19,Female,Yes,3-5 times/week,Good,High
32,Other,No,None,Poor,None
28,Other,No,None,Poor,Low
25,Other,No,1-2 times/week,Average,Low
43,Male,No,Daily,Excellent,None
68,Male,Yes,3-5 times/week,Good,Moderate
62,Other,No,Daily,Poor,None
61,Male,No,3-5 times/week,Average,None
22,Other,Yes,None,Good,Moderate
23,Male,No,1-2 times/week,Average,High
43,Other,No,1-2 times/week,Good,None
21,Female,Yes,None,Excellent,Low
36,Other,No,None,Excellent,High
37,Other,No,None,Good,High
50,Male,No,Daily,Good,None
37,Male,Yes,None,Average,Low
66,Male,No,Daily,Good,Moderate
29,Male,Yes,None,Poor,Moderate
64,Male,Yes,1-2 times/week,Good,Moderate
18,Male,No,Daily,Good,Low
43,Female,No,1-2 times/week,Excellent,High
31,Other,No,None,Excellent,High
55,Other,No,None,Average,None
54,Other,No,3-5 times/week,Good,High
28,Female,No,Daily,Poor,High
53,Other,No,Daily,Poor,Moderate
30,Female,Yes,Daily,Good,Moderate
60,Female,No,Daily,Average,Moderate
20,Female,No,1-2 times/week,Poor,High
50,Other,No,Daily,Average,None
23,Female,No,1-2 times/week,Good,High
67,Other,No,None,Average,None
27,Other,No,1-2 times/week,Good,High
22,Male,No,Daily,Excellent,Low
40,Male,Yes,1-2 times/week,Good,High
27,Female,Yes,Daily,Average,Low
61,Female,No,1-2 times/week,Poor,None
19,Other,No,3-5 times/week,Good,High
30,Female,No,Daily,Good,High
57,Female,No,1-2 times/week,Good,None
19,Other,Yes,Daily,Excellent,Moderate
37,Female,Yes,None,Excellent,Moderate
18,Female,No,1-2 times/week,Excellent,Low
54,Other,Yes,1-2 times/week,Poor,High
26,Other,No,3-5 times/week,Poor,Moderate
34,Male,Yes,Daily,Good,None
26,Other,No,1-2 times/week,Poor,None
28,Male,No,3-5 times/week,Average,High
32,Female,No,3-5 times/week,Average,Low
41,Other,No,3-5 times/week,Excellent,None
55,Other,No,Daily,Average,High
52,Other,No,Daily,Average,Low
47,Female,No,1-2 times/week,Good,Moderate
48,Male,No,Daily,Excellent,High
66,Female,Yes,Daily,Excellent,Low
22,Female,No,None,Excellent,None
61,Other,No,Daily,Average,Moderate
67,Male,No,None,Poor,None
31,Female,Yes,1-2 times/week,Good,None
28,Other,Yes,3-5 times/week,Poor,Moderate
26,Female,No,None,Excellent,High
51,Female,No,1-2 times/week,Excellent,High
29,Other,No,None,Average,High
52,Other,Yes,Daily,Good,None
52,Male,No,1-2 times/week,Good,None
18,Female,Yes,3-5 times/week,Good,High
57,Other,No,None,Average,High
39,Other,No,Daily,Poor,Moderate
46,Male,No,1-2 times/week,Good,None
25,Male,Yes,Daily,Poor,Low
28,Other,No,1-2 times/week,Average,High
58,Male,No,None,Average,High
54,Other,No,1-2 times/week,Poor,None
31,Female,No,None,Good,High
47,Male,No,1-2 times/week,Poor,High
52,Female,No,Daily,Good,None
38,Female,No,Daily,Excellent,High
54,Female,Yes,None,Excellent,Moderate
22,Other,Yes,3-5 times/week,Good,Low
36,Female,No,None,Poor,None
31,Female,No,Daily,Good,Moderate
43,Female,No,1-2 times/week,Good,None
21,Other,No,3-5 times/week,Good,None
42,Female,Yes,Daily,Excellent,None
62,Female,No,3-5 times/week,Average,Low
59,Male,No,None,Excellent,Moderate
42,Other,No,Daily,Good,Low
35,Female,No,None,Poor,None
57,Male,No,Daily,Average,High
25,Other,Yes,Daily,Good,Low
56,Other,No,None,Average,High
57,Other,No,Daily,Poor,None
31,Other,No,3-5 times/week,Average,High
49,Other,No,3-5 times/week,Average,Low
68,Other,No,None,Good,Moderate
55,Female,No,1-2 times/week,Poor,High
50,Female,No,3-5 times/week,Poor,Low
40,Female,No,Daily,Excellent,Moderate
32,Female,Yes,None,Average,None
50,Male,No,1-2 times/week,Good,Moderate
42,Female,No,None,Average,None
34,Other,Yes,3-5 times/week,Average,Low
50,Female,No,Daily,Average,Low
64,Female,No,3-5 times/week,Good,Moderate
19,Other,Yes,None,Average,Low
31,Female,No,Daily,Good,Low
57,Female,Yes,1-2 times/week,Poor,None
57,Female,No,3-5 times/week,Average,Low
68,Male,No,None,Excellent,High
56,Female,Yes,Daily,Poor,None
68,Other,No,None,Excellent,High
23,Other,Yes,1-2 times/week,Average,Moderate
23,Female,No,1-2 times/week,Poor,High
20,Female,No,3-5 times/week,Good,Low
24,Female,No,1-2 times/week,Average,Moderate
68,Other,No,1-2 times/week,Average,Low
25,Other,No,3-5 times/week,Good,Moderate
59,Male,No,None,Excellent,Moderate
69,Male,No,3-5 times/week,Poor,None
32,Male,No,3-5 times/week,Poor,High
64,Other,No,Daily,Good,Low
46,Male,No,1-2 times/week,Poor,Moderate
50,Female,No,1-2 times/week,Good,None
69,Female,No,None,Excellent,Moderate
47,Other,No,1-2 times/week,Excellent,High
56,Male,Yes,None,Poor,Moderate
44,Female,No,Daily,Good,High
53,Other,Yes,None,Good,Moderate
46,Male,Yes,None,Good,High
55,Female,Yes,Daily,Good,Low
50,Male,Yes,3-5 times/week,Poor,High
54,Other,Yes,Daily,Average,High
44,Male,No,1-2 times/week,Poor,Low
50,Other,No,1-2 times/week,Good,High
21,Male,Yes,Daily,Average,Moderate
39,Female,No,None,Average,Moderate
19,Other,No,Daily,Poor,Moderate
27,Other,No,1-2 times/week,Good,Low
22,Other,Yes,Daily,Good,High
27,Male,Yes,None,Good,High
50,Male,No,1-2 times/week,Good,Moderate
55,Female,Yes,3-5 times/week,Good,High
30,Other,No,Daily,Average,Moderate
48,Other,No,Daily,Poor,Moderate
64,Male,No,Daily,Poor,Moderate
53,Male,No,Daily,Excellent,Low
62,Female,Yes,1-2 times/week,Poor,None
41,Female,No,None,Average,None
69,Male,No,3-5 times/week,Excellent,High
32,Other,No,Daily,Average,Moderate
46,Female,No,1-2 times/week,Poor,None
25,Male,Yes,Daily,Average,None
22,Male,No,3-5 times/week,Average,High
46,Other,No,Daily,Poor,Low
64,Male,Yes,None,Average,High
21,Male,Yes,Daily,Excellent,High
29,Female,No,Daily,Excellent,Moderate
62,Male,No,Daily,Good,Low
19,Male,Yes,None,Excellent,High
44,Female,Yes,1-2 times/week,Excellent,None
48,Other,No,None,Poor,None
68,Other,Yes,1-2 times/week,Excellent,High
68,Female,No,None,Poor,Moderate
53,Female,No,None,Excellent,Moderate
53,Other,No,Daily,Poor,High
43,Other,No,None,Poor,Low
60,Other,Yes,1-2 times/week,Average,Moderate
44,Other,No,1-2 times/week,Excellent,None
22,Other,No,1-2 times/week,Poor,Low
